gene_id	C2UT01.1	C3UT02.1	C3UT02.2	C4UT03.1	C4UT03.2	C6TR01.1	C6TR01.2	C7TR02.1	C7TR02.2	C8TR03.1	C8TR03.2
LOC105377218	0	0	0	0	0	0	0	0	0	0	0
LOC124905302	0	0	0	0	0	0	0	0	0	0	0
XKRY	0	0	0	0	0	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0	0	0	0	0	0
XKRYP7	0	0	0	0	0	0	0	0	0	0	0
LOC124905303	0	0	0	0	0	0	0	0	0	0	0
LOC105377219	0	0	0	0	0	0	0	0	0	0	0
FAM224A	0	0	0	0	0	0	0	0	0	0	0
LOC105377220	0	0	0	0	0	0	0	0	0	0	0
FAM41AY2	0	0	0	0	0	0	0	0	0	0	0
LOC124905304	0	0	0	0	0	0	0	0	0	0	0
HSFY1	0	0	0	0	0	0	0	0	0	0	0
TTTY9B	0	0	0	0	0	0	0	0	0	0	0
TTTY9A	0	0	0	0	0	0	0	0	0	0	0
HSFY2	0	0	0	0	0	0	0	0	0	0	0
LOC124905305	0	0	0	0	0	0	0	0	0	0	0
LOC124905307	0	0	0	0	0	0	0	0	0	0	0
TTTY14	0	0	0	0	0	0	0	0	0	0	0
LOC124905306	0	0	0	0	0	0	0	0	0	0	0
BCORP1	0	0	0	0	0	0	0	0	0	0	0
LOC102723934	0	0	0	0	0	0	0	0	0	0	0
LOC105377223	0	0	0	0	0	0	0	0	0	0	0
TXLNGY	0	0	0	0	0	0	0	0	0	0	0
KDM5D	0	0	0	0	0	0	0	0	0	0	0
LOC105377224	0	0	0	0	0	0	0	0	0	0	0
TTTY10	0	0	0	0	0	0	0	0	0	0	0
EIF1AY	0	0	0	0	0	0	0	0	0	0	0
RPS4Y2	0	0	0	0	0	0	0	0	0	0	0
LOC105377225	0	0	0	0	0	0	0	0	0	0	0
LOC107987346	0	0	0	0	0	0	0	0	0	0	0
LOC107987347	0	0	0	0	0	0	0	0	0	0	0
PRORY	0	0	0	0	0	0	0	0	0	0	0
RBMY2EP	0	0	0	0	0	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0	0	0	0	0	0
RBMY1A1	0	0	0	0	0	0	0	0	0	0	0
TTTY13	0	0	0	0	0	0	0	0	0	0	0
LOC105377236	0	0	0	0	0	0	0	0	0	0	0
LOC105377237	0	0	0	0	0	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0	0	0	0	0	0
LOC107987356	0	0	0	0	0	0	0	0	0	0	0
PRY2	0	0	0	0	0	0	0	0	0	0	0
LOC102725532	0	0	0	0	0	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0	0	0	0	0	0
RBMY1F	0	0	0	0	0	0	0	0	0	0	0
TTTY5	0	0	0	0	0	0	0	0	0	0	0
RBMY2FP	0	0	0	0	0	0	0	0	0	0	0
LOC100652931	0	0	0	0	0	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0	0	0	0	0	0
LOC101929148	0	0	0	0	0	0	0	0	0	0	0
TTTY6	0	0	0	0	0	0	0	0	0	0	0
PRY	0	0	0	0	0	0	0	0	0	0	0
LOC107987357	0	0	0	0	0	0	0	0	0	0	0
LOC107987348	0	0	0	0	0	0	0	0	0	0	0
TTTY17A	0	0	0	0	0	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0	0	0	0	0	0
BPY2	0	0	0	0	0	0	0	0	0	0	0
LOC105377238	0	0	0	0	0	0	0	0	0	0	0
DAZ1	0	0	0	0	0	0	0	0	0	0	0
DAZ2	0	0	0	0	0	0	0	0	0	0	0
LOC105377239	0	0	0	0	0	0	0	0	0	0	0
LOC124900506	0	0	0	0	0	0	0	0	0	0	0
REREP1Y	0	0	0	0	0	0	0	0	0	0	0
LOC107987349	0	0	0	0	0	0	0	0	0	0	0
TTTY3B	0	0	0	0	0	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P2Y	0	0	0	0	0	0	0	0	0	0	0
LOC107987350	0	0	0	0	0	0	0	0	0	0	0
TTTY17B	0	0	0	0	0	0	0	0	0	0	0
TTTY4B	0	0	0	0	0	0	0	0	0	0	0
BPY2B	0	0	0	0	0	0	0	0	0	0	0
LOC105377241	0	0	0	0	0	0	0	0	0	0	0
DAZ3	0	0	0	0	0	0	0	0	0	0	0
DAZ4	0	0	0	0	0	0	0	0	0	0	0
LOC105377242	0	0	0	0	0	0	0	0	0	0	0
BPY2C	0	0	0	0	0	0	0	0	0	0	0
TTTY4C	0	0	0	0	0	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0	0	0	0	0	0
SEPTIN14P23	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P3Y	0	0	0	0	0	0	0	0	0	0	0
CSPG4P1Y	0	0	0	0	0	0	0	0	0	0	0
CDY1	0	0	0	0	0	0	0	0	0	0	0
TTTY3	0	0	0	0	0	0	0	0	0	0	0
LOC107987352	0	0	0	0	0	0	0	0	0	0	0
REREP2Y	0	0	0	0	0	0	0	0	0	0	0
LOC124900507	0	0	0	0	0	0	0	0	0	0	0
LOC105377244	0	0	0	0	0	0	0	0	0	0	0
SPRY3_1	0	0	0	0	0	0	0	0	0	0	0
VAMP7_1	0	0	0	0	0	0	0	0	0	0	0
IL9R_1	0	0	0	0	0	0	0	0	0	0	0
WASIR1_1	0	0	0	0	0	0	0	0	0	0	0
DDX11L16_1	0	0	0	0	0	0	0	0	0	0	0
LOC102724902	0	0	0	0	0	0	0	0	0	0	0
LOC389831	0	1	1	4	2	1	3	2	2	0	3
LOC105379275	0	0	0	0	0	0	0	0	0	0	0
LOC124905312	0	1	8	0	5	1	0	2	2	0	3
LOC283788	252	55	195	42	183	42	187	48	155	34	187
LOC105379420	4	1	2	2	1	0	1	3	2	1	4
LOC100507395	0	0	0	0	0	0	0	0	0	0	0
LOC100507412	14	1	7	4	7	1	7	1	7	2	9
RNA45SN5	0	0	0	0	0	0	1	1	0	0	1
RNA18SN5	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SN5	0	0	0	0	0	0	0	0	0	0	0
RNA28SN5	0	0	0	0	0	0	0	0	0	0	0
LOC100287610	0	0	0	0	0	0	0	0	0	0	0
LOC100505874	3	1	11	0	7	4	5	3	2	1	1
LOC124900598	0	0	0	0	0	0	0	0	0	0	0
LOC101927555	0	0	0	0	0	0	0	0	0	0	0
LOC107987359	0	0	0	0	0	0	0	0	0	0	0
LOC100288966	0	0	0	0	0	0	0	0	0	0	0
LOC124905313	0	0	0	0	0	0	0	0	0	0	0
LOC102725051	0	0	0	0	0	0	0	0	0	0	0
LOC107984150	0	0	0	0	0	0	0	0	0	0	0
LOC102723347	0	0	0	0	0	0	1	0	0	0	0
LOC102723382	1	0	4	0	0	0	0	1	0	0	1
LOC124905334	0	0	0	0	0	0	0	0	0	0	0
LOC102723393	0	0	0	0	0	0	0	0	0	0	0
LOC105379554	0	0	0	0	0	0	0	0	0	0	0
LOC112268317	1	0	1	0	1	1	8	1	2	0	0
LOC101929819	9	1	2	1	4	2	5	2	1	0	1
LOC105379557	0	0	0	0	0	0	0	0	0	0	0
LOC105379561	1	0	0	0	0	0	0	0	1	0	4
LOC124905335	0	0	0	0	0	0	0	0	0	0	0
LOC105379562	0	0	0	0	0	0	0	0	0	0	0
LOC124905337	0	0	0	0	0	0	0	0	0	0	0
LOC102723847	0	0	0	0	0	0	0	0	0	0	0
LOC105379565	0	0	0	0	0	0	0	0	0	0	0
LOC105379417	0	0	0	0	0	0	3	0	0	0	1
LOC105379566	5	0	3	0	4	2	1	0	1	2	3
LOC107987401	0	0	0	0	1	0	1	0	0	0	1
LOC101927088	0	0	0	0	0	0	0	0	0	0	0
LOC100233156	0	0	0	0	0	0	0	0	0	0	0
LOC389834	0	0	0	0	0	0	0	0	0	0	0
LOC124905310	0	0	0	0	0	0	0	0	0	0	0
LINC01784_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11_1	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF2_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF22	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27_1	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P_1	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26_1	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF22_1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27_2	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P_2	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26_2	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8_2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33_2	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19_1	0	0	0	0	0	0	0	0	0	0	0
ANO7L1_1	0	0	0	0	0	0	0	0	0	0	0
CPLANE2_1	0	0	0	0	0	0	0	0	0	0	0
FBXO42_1	1	0	2	0	0	0	0	0	0	0	0
SZRD1_1	0	0	0	0	0	0	0	0	0	0	0
SPATA21_1	0	0	0	0	0	0	0	0	0	0	0
NECAP2_1	1	0	0	0	0	0	1	0	0	0	0
LINC01772_1	0	0	0	0	0	0	0	0	0	0	0
CROCCP3_1	0	0	1	0	0	0	0	0	0	0	0
RNU1-1_1	0	0	0	0	0	0	0	0	0	0	2
TRN-GTT5-1_1	0	0	0	0	0	0	0	0	0	0	0
LINC01783_1	0	0	0	0	0	0	0	0	0	0	0
TRE-TTC4-1_1	0	0	0	0	0	0	0	0	0	0	0
TRNAG-CCC	0	0	0	0	0	0	0	0	0	0	0
LOC124905558	29	8	13	3	20	6	22	6	18	1	22
LOC128966566	0	0	0	0	0	0	0	0	0	0	0
LOC124905552	2	1	1	0	0	0	0	0	1	2	0
LOC124905574	0	0	0	0	0	0	2	0	0	0	0
TRNAN-GUU	0	0	0	0	0	0	0	0	0	0	0
LOC124905561	0	0	0	0	0	0	2	0	0	0	0
TRNAE-UUC_1	0	0	0	0	0	0	0	0	0	0	0
TRNAG-CCC_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905553	5	0	2	1	6	0	3	1	6	0	2
LOC124905562	4	0	0	0	2	0	1	0	1	0	1
LOC124905557	0	0	0	0	2	0	0	0	0	0	0
LINC01719_1	0	0	0	0	0	0	0	0	0	0	0
LOC102724250	22	2	15	4	18	7	15	7	20	3	21
LOC124905572	19	3	16	1	19	6	11	2	11	3	12
LOC124905560	5	3	0	2	5	0	10	0	7	2	10
LOC124905559	0	0	0	0	0	0	0	0	0	0	0
RNVU1-7_1	0	0	0	0	1	0	0	1	0	0	0
TRNAN-GUU_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905554	0	0	0	0	0	0	0	0	0	0	0
TRNAE-UUC_2	0	0	0	0	0	0	0	0	0	0	0
LOC124905556	0	0	0	0	0	0	0	0	0	0	0
MST1L_1	0	0	0	0	3	1	0	0	0	0	0
RNU1-4_1	0	0	0	0	0	0	0	0	0	0	0
TRNAN-GUU_2	0	0	0	0	0	0	0	0	0	0	0
LOC124905563	0	0	0	0	0	0	0	0	0	0	0
TRNAE-UUC_3	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC5-1_1	0	0	0	0	0	0	0	0	0	0	0
ESPNP_1	1	0	0	0	0	1	3	0	1	0	3
LOC124905571	1	0	0	0	1	0	1	0	0	0	2
TRG-CCC4-1_1	0	0	0	0	0	0	0	0	0	0	0
LOC124903857_1	0	0	0	0	0	0	0	0	0	0	0
RNU1-3_1	0	0	0	0	0	0	0	0	0	0	2
LOC102724562_1	0	0	0	0	0	0	0	0	0	0	0
LOC440570_1	0	0	0	0	0	0	0	0	0	0	0
TRNAE-UUC_4	0	0	0	0	0	0	0	0	0	0	0
TRNAN-GUU_3	0	0	0	0	0	0	0	0	0	0	0
LOC105379524	0	0	0	0	0	0	0	0	0	0	0
RNVU1-18_1	0	0	0	0	0	0	0	0	0	0	0
LOC124900583	3	0	0	1	1	0	0	1	0	0	0
LOC124905569	17	3	3	3	20	1	18	2	11	0	9
CROCCP2_1	17	6	13	9	16	3	5	4	12	1	22
LOC124905564_1	85	15	81	30	101	18	87	22	105	14	81
LOC124905570	7	5	3	0	3	3	7	0	3	2	5
LOC124905565	2	1	3	1	4	0	0	2	1	1	2
TRNAG-CCC_2	0	0	0	0	0	0	0	0	0	0	0
LOC124905566	0	0	0	0	0	0	0	0	0	0	0
LOC107985736	0	1	0	0	0	0	0	0	3	0	1
MST1P2_1	4	1	7	0	4	1	2	2	4	0	3
LOC124905568	5	2	4	1	5	8	0	0	0	5	2
LOC128966564	0	0	0	0	5	0	0	0	0	0	2
NBPF1_1	2	0	2	1	5	2	12	2	4	1	3
MIR3675_1	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-2_1	0	0	0	0	0	0	0	0	0	0	0
LOC112267871_1	0	0	0	0	0	0	0	0	0	0	0
TRE-TTC3-1_1	0	0	0	0	0	0	0	0	0	0	0
LOC105376805_1	3	0	7	3	9	5	2	0	8	2	10
TRN-GTT4-1_1	0	0	0	0	0	0	0	0	0	0	0
RNU1-2_1	0	0	0	0	0	0	0	0	0	0	1
CROCC_1	6	0	4	1	6	0	0	4	5	0	0
MFAP2_1	0	0	0	0	0	0	0	0	0	0	0
LOC105376806_1	0	0	0	0	0	0	0	0	0	0	0
ATP13A2_1	0	0	0	0	0	0	0	0	0	0	0
SDHB_1	264	38	155	31	117	37	153	37	119	46	174
PADI2_1	0	0	0	0	0	0	0	0	0	0	0
LOC124903861_1	0	0	0	0	0	0	0	0	0	0	0
LOC105376808_1	0	0	0	0	0	0	0	0	0	0	0
LINC02783_1	0	0	0	0	0	0	0	0	0	0	0
PADI1_1	0	0	0	0	0	0	0	0	0	0	0
PADI3_1	0	0	0	0	0	0	0	0	0	0	0
MIR3972_1	0	0	0	0	0	0	0	0	0	0	0
PADI4_1	0	0	0	0	0	0	0	0	0	0	0
PADI6_1	0	0	0	0	0	0	0	0	0	0	0
RCC2_1	0	0	0	0	0	0	0	0	0	0	0
RCC2-AS1_1	0	0	0	0	0	0	0	0	0	0	0
LOC124904837_1	0	0	0	0	0	0	0	0	0	0	0
LINC01355_1	0	0	0	0	0	0	0	0	0	0	0
HNRNPR_1	0	0	0	0	0	0	0	0	0	0	0
ZNF436_1	0	0	0	0	0	0	0	0	0	0	0
ZNF436-AS1_1	0	0	0	0	0	0	0	0	0	0	0
TCEA3_1	0	0	0	0	0	0	0	0	0	0	0
LOC124903875_1	0	0	0	0	0	0	0	0	0	0	0
ASAP3_1	0	0	0	0	0	0	0	0	0	0	0
E2F2_1	0	0	0	0	0	0	0	0	0	0	0
LOC101928163_1	0	0	0	0	0	0	0	0	0	0	0
LOC124903876_1	0	0	0	0	0	0	0	0	0	0	0
LOC105376859_1	0	0	0	0	0	0	0	0	0	0	0
ID3_1	0	0	0	0	0	0	0	0	0	0	0
RPS6KA1_1	0	0	0	0	0	0	0	0	0	0	0
MIR1976_1	0	0	0	0	0	0	0	0	0	0	0
LOC124904769_1	0	0	0	0	0	0	0	0	0	0	0
LOC124904813_1	0	0	0	0	0	0	0	0	0	0	0
DNAJC8_1	0	0	0	0	0	0	0	0	0	0	0
ATP5IF1_1	0	0	0	0	0	0	0	0	0	0	0
SESN2_1	0	0	0	0	0	0	0	0	0	0	0
MED18_1	0	0	0	0	0	0	0	0	0	0	0
SCMH1-DT_1	0	0	0	0	0	0	0	0	0	0	0
FOXO6_1	0	0	0	0	0	0	1	0	0	2	3
FOXO6-AS1_1	0	0	0	0	0	0	0	0	0	0	0
VAV3-AS1_1	0	0	0	0	0	0	0	0	0	0	0
LINC02785_1	0	0	0	0	0	0	0	0	0	0	0
SLC25A24_1	0	0	0	0	0	0	0	0	1	0	0
NBPF6_1	5	0	2	0	3	1	2	0	0	0	1
LOC124905418	0	0	0	0	0	0	0	0	0	0	0
LOC124905416	2	1	1	0	0	0	1	0	0	0	0
LOC124905417	0	0	0	0	0	0	0	0	0	0	0
NBPF4_1	3	0	0	0	0	0	2	1	0	0	1
SLC16A1_1	0	0	0	0	0	0	0	0	0	0	0
AKR7A2P1_1	0	0	0	0	0	0	0	0	0	0	0
SLC16A1-AS1_1	0	0	0	0	0	0	0	0	0	0	0
LOC107985189_1	0	0	0	0	0	0	0	0	0	0	0
LRIG2-DT_1	0	0	0	0	0	0	0	0	0	0	0
LOC101929788_1	0	0	0	0	0	0	0	0	0	0	0
NBPF8_1	287	66	237	36	209	56	208	60	210	53	185
LOC124905549	0	0	2	0	0	0	2	0	0	0	0
PFN1P2_1	0	0	0	0	0	0	0	0	1	0	6
PDE4DIPP2_1	50	9	46	6	90	14	56	23	63	10	66
LOC107985524_1	0	0	0	0	0	0	0	0	0	0	0
NBPF26_1	0	0	0	0	0	0	0	0	0	0	0
NOTCH2NLR_1	0	0	0	0	0	0	0	0	0	0	0
TRN-GTT7-1_1	0	0	0	0	0	0	0	0	0	0	0
RNVU1-19_1	0	0	0	0	0	0	0	0	0	0	0
PPIAL4A_1	0	0	0	0	0	0	0	0	0	0	0
MIR9-1HG_1	1	0	0	0	3	1	0	0	1	2	0
MEF2D_1	0	0	0	0	0	0	0	0	0	0	0
IQGAP3_1	0	0	0	0	0	0	0	0	0	0	0
LOC124904843_1	0	0	0	0	0	0	0	0	0	0	0
TTC24_1	0	0	0	0	0	0	0	0	0	0	0
NAXE_1	0	0	0	0	0	0	0	0	0	0	0
GPATCH4_1	109	15	32	7	67	13	65	27	54	9	61
HAPLN2_1	0	0	0	0	0	0	0	0	0	0	0
LOC101928177_1	0	0	0	0	0	0	0	0	0	0	0
BCAN_1	0	0	0	0	0	0	0	0	0	0	0
BCAN-AS2_1	0	0	0	0	0	0	0	0	0	0	0
FCER1A_1	0	0	0	0	0	0	0	0	0	0	0
OR10J3_1	0	0	0	0	0	0	0	0	0	0	0
OR10J1_1	0	0	0	0	0	0	0	0	0	0	0
OR10J4_1	0	0	0	0	0	0	0	0	0	0	0
LINC02819_1	0	0	0	0	0	0	0	0	0	0	0
LOC105371674_1	0	0	0	0	0	0	0	0	0	0	0
KCNT2_1	0	0	0	0	0	0	0	0	0	0	0
LOC124904597_1	0	0	0	0	0	0	0	0	0	0	0
MIR4735_1	0	0	0	0	0	0	0	0	0	0	0
CFH_1	0	0	0	0	0	0	0	0	0	0	0
CFHR4_1	0	0	0	0	0	0	0	0	0	0	0
LOC105371675_1	0	0	0	0	0	0	0	0	0	0	0
CFHR2_1	0	0	0	0	0	0	0	0	0	0	0
CFHR5_1	0	0	0	0	0	0	0	0	0	0	0
F13B_1	0	0	0	0	0	0	0	0	0	0	0
SERTAD4-AS1_1	0	0	0	0	0	0	0	0	0	0	0
SERTAD4_1	0	0	0	0	0	0	0	0	0	0	0
LINC02602_1	0	0	0	0	0	0	0	0	0	0	0
HHAT_1	0	0	0	0	0	0	0	0	0	0	0
TRIM17_1	0	0	0	0	0	0	0	0	0	0	0
H3-4_1	0	0	0	0	0	0	0	0	0	0	0
H2AC25_1	0	0	0	0	0	0	0	0	0	0	0
H2BC26_1	0	0	0	0	0	0	0	0	0	0	0
MIR4666A_1	0	0	0	0	0	0	0	0	0	0	0
RNF187_1	0	0	0	0	0	0	0	0	0	0	0
BTNL10P_1	0	0	0	0	0	0	0	0	0	0	0
LOC105373124_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905422	0	0	0	0	0	0	0	0	0	0	0
LOC124905433	0	0	0	0	0	0	0	0	0	0	0
LOC124905436	0	0	0	0	0	0	0	0	0	0	0
LOC124905437	0	0	0	0	0	0	0	0	0	0	0
LOC124905438	0	0	0	0	0	0	0	0	0	0	0
LOC124905424	0	0	0	0	0	0	0	0	0	0	0
LOC124905425	0	0	0	0	0	0	0	0	0	0	0
LOC124905426	0	0	0	0	0	0	0	0	0	0	0
LOC124905427	0	0	0	0	0	0	0	0	0	0	0
LOC124905428	0	0	0	0	0	0	0	0	0	0	0
LOC124905429	0	0	0	0	0	0	0	0	0	0	0
LOC124905430	0	0	0	0	0	0	0	0	0	0	0
LOC124905431	0	0	0	0	0	0	0	0	0	0	0
LOC124905432	0	0	0	0	0	0	0	0	0	0	0
LOC124905434	0	0	0	0	0	0	0	0	0	0	0
LOC124905435	0	0	0	0	0	0	0	0	0	0	0
RNA5S1_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S2_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S3_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S4_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S5_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S6_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S7_1	0	0	0	0	0	0	0	0	0	0	0
RHOU_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S8_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S9_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S10_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S11_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S12_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S13_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S14_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S15_1	0	0	0	0	0	0	0	0	0	0	0
RNA5S16_1	0	0	0	0	0	0	0	0	0	0	0
DUSP5P1_1	0	0	0	0	0	0	0	0	0	0	1
RNA5S17_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905421	1	0	0	0	0	0	0	0	0	3	0
TBCE_1	0	0	0	0	1	1	0	0	0	1	0
B3GALNT2_1	0	0	0	0	0	0	0	0	0	0	0
GNG4_1	0	0	0	0	0	0	0	0	0	0	0
VN1R5_1	0	0	0	0	0	0	0	0	0	0	0
LOC105373273_1	0	0	0	0	0	0	0	0	0	0	0
ZNF496_1	0	0	0	0	0	0	0	0	0	0	0
ZNF496-DT_1	0	0	0	0	0	0	0	0	0	0	0
NLRP3_1	0	0	0	0	0	0	0	0	0	0	0
OR2T4_1	0	0	0	0	0	0	0	0	0	0	0
OR2T6_1	0	0	0	0	0	0	0	0	0	0	0
OR2T1_1	0	0	0	0	0	0	0	0	0	0	0
OR2T7_1	0	0	0	0	0	0	0	0	0	0	0
OR2T2_1	0	0	0	0	0	0	0	0	0	0	0
LOC105373279_1	0	0	0	0	0	0	0	0	0	0	0
OR2T3_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905550	0	0	0	0	0	0	0	0	0	0	0
OR2T29_1	0	0	0	0	0	0	0	0	0	0	0
LOC105373277_1	0	0	0	0	0	0	0	0	0	0	0
OR2G6_1	0	0	0	0	0	0	0	0	2	0	0
OR2T5_1	0	0	0	0	0	0	0	0	0	0	0
OR2T34_1	0	0	0	0	0	0	0	0	0	0	0
OR2T10_1	0	0	0	0	0	0	0	0	0	0	0
OR2T11_1	0	0	0	0	0	0	0	0	0	0	0
OR2T35_1	0	0	0	0	0	0	0	0	0	0	0
OR2T27_1	0	0	0	0	0	0	0	0	0	0	0
OR14I1_1	0	0	0	0	0	0	0	0	0	0	0
APOB_1	733	151	516	181	610	141	599	167	499	106	450
LOC124905593_1	0	0	0	0	0	0	0	0	0	0	0
TDRD15_1	0	0	0	0	0	0	0	0	0	0	0
LINC01822_1	0	0	0	0	0	0	0	0	0	0	0
LOC105374804_1	0	0	0	0	0	0	0	0	0	0	0
ALMS1_1	1	0	0	0	2	1	1	0	0	0	0
ALMS1-IT1_1	0	0	0	0	0	0	0	0	0	0	0
NAT8_1	0	0	0	0	0	0	0	0	0	0	0
ALMS1P1_1	0	0	0	0	0	0	0	0	0	0	0
LOC112268418_1	0	0	0	0	0	0	0	0	0	0	0
NAT8B_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905592_1	0	0	0	0	0	0	0	0	0	0	0
TPRKB_1	0	0	0	0	0	0	0	0	0	0	0
DUSP11_1	0	0	0	0	0	0	0	0	0	0	0
C2orf78_1	0	0	0	0	0	0	0	0	0	0	0
TCF7L1_1	0	0	0	0	0	0	0	0	0	0	0
TCF7L1-IT1_1	0	0	0	0	0	0	0	0	0	0	0
LOC102724579_1	0	0	0	0	0	0	0	0	0	0	0
TGOLN2_1	0	0	1	0	0	0	6	0	0	1	0
RETSAT_1	0	0	0	0	0	0	0	0	0	0	0
ELMOD3_1	0	0	0	0	0	0	0	0	0	0	0
LOC105377636	0	0	0	0	0	0	0	0	0	0	0
LOC107987467	0	0	0	0	0	0	0	0	0	0	0
LOC105374859	0	0	0	0	0	0	0	0	0	0	0
LOC105374858	0	0	0	0	0	0	0	0	0	0	0
LOC105374857	0	0	0	0	0	0	0	0	0	0	0
LOC124900624	0	0	0	0	0	0	0	0	0	0	0
PROM2_1	0	0	0	0	0	0	0	0	0	0	0
KCNIP3_1	0	0	0	0	0	0	0	0	0	0	0
FAHD2A_1	8	0	7	1	5	2	13	7	10	2	6
LOC105373490	0	0	0	0	0	0	0	0	0	0	0
TRIM43_1	0	0	0	0	0	0	0	0	0	0	0
LINC03052_1	0	0	0	0	0	0	0	0	0	0	0
TRIM43B_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905589_1	0	0	0	0	0	0	0	0	0	0	0
LOC101926959_1	0	0	0	0	0	0	0	0	0	0	0
GPAT2_1	0	0	0	0	0	0	0	0	0	0	0
FAHD2B_1	0	0	0	0	0	0	0	0	0	0	0
ANKRD36_1	0	0	0	0	0	0	0	0	0	0	0
LOC100506076_1	0	0	0	0	0	0	0	0	0	0	0
APPAT_1	8	2	4	3	3	1	8	5	11	0	9
ANKRD36B_1	0	0	0	0	0	0	0	0	0	0	0
LOC105373499_1	0	0	0	0	0	0	0	0	0	0	0
COX5B_1	0	0	0	0	0	0	0	0	0	0	0
ACTR1B_1	0	0	0	0	0	0	0	0	0	0	0
C2orf92_1	0	0	0	0	0	0	0	0	0	0	0
LOC124900516_1	0	0	0	0	0	0	0	0	0	0	0
ZAP70_1	0	0	0	0	1	0	0	0	0	0	0
TMEM131_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905591_1	0	0	0	0	0	0	0	0	0	0	0
LINC02572_1	0	0	0	0	0	0	0	0	0	0	0
LOC105373616_1	0	0	0	0	0	0	0	0	0	0	0
